Nombre,EjeMayor,PeriodoDias,Excentricidad
WASP-15_b,0.0499436,3.7521,0
HD_10180_d,0.128581,16.3567,0.143
HD_9446_c,0.65375,192.9,0.06
XO-4_b,0.05524,4.1250828,0
WASP-48_b,0.034488,2.143634,0
HD_37124_b,0.533637,154.378,0.054
WASP-32_b,0.0390315,2.718661,0
Kepler-265_b,0.0705628,6.846262,
OGLE-TR-211_b,0.0512842,3.67724,0
gamma_Cep_b,1.9793,905.574,0.12
Kepler-325_b,0.0536941,4.544439,
Kepler-11_g,0.465624,118.3807,0
Kepler-256_b,0.0270005,1.620493,
GJ_86_b,0.114217,15.76491,0.0416
HR_8799_e,14.5253,16422,0
HD_8574_b,0.757141,227,0.297
Kepler-269_c,0.079115,8.127899,
MOA-2007-BLG-192L_b,,,
Kepler-250_b,0.0505253,4.148141,
HD_82886_b,1.58126,705,0.066
HD_179949_b,0.0439208,3.092514,0.022
HD_2952_b,1.22755,311.6,0.129
Kepler-169_e,0.112418,13.767102,
MOA-2009-BLG-319L_b,,,
HIP_14810_c,0.545404,147.76916,0.153155
Kepler-358_c,0.373844,83.488369,
HD_28678_b,1.31659,387.1,0.168
WASP-56_b,0.056145,4.617101,0
Kepler-18_c,0.0752115,7.64159,0.000338541
Kepler-215_e,0.326561,68.16101,
Kepler-230_c,0.398184,91.773242,
Kepler-388_b,0.0422619,3.173315,
Kepler-107_e,0.117702,14.749049,
CoRoT-8_b,0.0633825,6.21229,0
Kepler-401_b,0.115746,14.383035,
Kepler-291_c,0.0624544,5.700786,
Kepler-292_e,0.10246,11.97901,
HD_96167_b,1.34724,498.9,0.71
HD_43197_b,0.918027,327.8,0.83
HD_37605_c,3.81754,2720,0.013
Kepler-81_b,0.0554099,5.955,
HD_183263_b,1.49006,626.516,0.35672
Kepler-347_c,0.177529,27.320871,
Kepler-32_c,0.0676835,8.7522,0
Kepler-23_b,0.0749015,7.10664,0
WASP-23_b,0.037022,2.9444256,0
11_Com_b,1.17872,326.03,0.231
HD_145377_b,0.450064,103.95,0.307
Kepler-194_c,0.13095,17.308032,
CoRoT-25_b,0.0577982,4.86069,0
Kepler-332_b,0.0758257,7.626324,
omicron_CrB_b,0.826048,187.83,0.191
Kepler-229_c,0.124621,16.068638,
OGLE-TR-132_b,0.0303507,1.689868,0
beta_Gem_b,1.75739,589.64001,0.02
Pr_201_b,0.0565986,4.4264,0
WASP-52_b,0.0271336,1.7497798,0
Kepler-337_c,0.0889716,9.693201,
Kepler-213_b,0.0356868,2.46236,
Kepler-386_c,0.168189,25.193458,
47_UMa_b,2.10149,1078,0.032
HD_240210_b,1.33364,501.75,0.15
Kepler-304_b,0.0433417,3.295709,
Kepler-149_d,0.576836,160.018032,
Kepler-77_b,0.0450195,3.57878087,0
HD_109749_b,0.0629198,5.24,0
HD_45364_c,0.897549,342.85,0.0974
Kepler-55_d,0.0332158,2.211099,
Kepler-327_b,0.0365246,2.549575,
WASP-50_b,0.0294714,1.9550959,0.009
HD_159243_c,0.804743,248.4,0.075
Kepler-87_c,0.67057,191.2318,0.039
Kepler-105_c,0.0724716,7.125939,
Kepler-195_c,0.205786,34.096863,
GJ_3470_b,0.0356088,3.336649,0
Kepler-290_c,0.216407,36.77031,
Kepler-334_d,0.167766,25.09849,
Kepler-273_c,0.0783802,8.014927,
Kepler-266_b,0.0689878,6.61833,
HD_96127_b,1.42112,647.3,0.3
Kepler-223_b,0.0742116,7.384108,
HD_17156_b,0.163197,21.21663,0.6819
Kepler-137_c,0.138056,18.735753,
Kepler-116_c,0.108599,13.07163,
Kepler-117_b,0.138351,18.795952,
Kepler-381_c,0.110364,13.391635,
HD_16760_b,1.08727,465.1,0.067
HD_30562_b,2.34083,1157,0.76
Kepler-354_d,0.163783,24.209842,
Kepler-332_c,0.124244,15.995622,
Kepler-46_b,0.1969,33.60134,0.01
epsilon_CrB_b,1.23696,417.9,0.11
omicron_UMa_b,3.94973,1630,0.13
Kepler-367_b,0.22049,37.815724,
TrES-2_b,0.0355765,2.47063,0
Kepler-235_d,0.144489,20.060548,
Kepler-282_c,0.111718,13.638723,
HD_102195_b,0.0479747,4.113775,0
Kepler-324_c,0.271972,51.805612,
HD_75289_b,0.047858,3.509267,0.034
Kepler-394_c,0.103323,12.130686,
Kepler-385_c,0.119895,15.163161,
HD_185269_b,0.0765701,6.8378503,0.295952
WASP-7_b,0.0604573,4.954658,0
WASP-41_b,0.0404959,3.052401,0
BD_-10_3166_b,0.0437823,3.48777,0.019
HD_190360_b,3.97285,2915.0369,0.313105
HAT-P-13_c,1.22574,446.27,0.6616
Kepler-304_c,0.0596111,5.315946,
Kepler-303_b,0.0304113,1.937055,
GJ_317_b,0.953099,692,0.11
HD_37605_b,0.283337,55.01307,0.6767
WASP-44_b,0.0347371,2.4238039,0
Kepler-260_c,0.351296,76.050178,
Kepler-286_c,0.0448402,3.468095,
CoRoT-12_b,0.0401409,2.828042,0.07
CoRoT-1_b,0.0253191,1.5089557,0
HD_125612_c,0.0522124,4.15474,0.27499
Kepler-267_b,0.0438489,3.353728,
Kepler-112_c,0.182918,28.574263,
GJ_581_b,0.0406125,5.36865,0.031
Kepler-173_b,0.0514597,4.263742,
HD_102117_b,0.152077,20.8133,0.121
Kepler-301_c,0.0603792,5.419026,
HD_189733_b,0.0309953,2.21857567,0
HD_108863_b,1.45325,443.4,0
Kepler-404_b,0.101608,11.829851,
Kepler-285_c,0.0659546,6.186676,
Kepler-174_c,0.243919,44.000529,
Kepler-286_b,0.0289196,1.796302,
Kepler-206_d,0.160305,23.44281,
Kepler-209_c,0.235528,41.749882,
HD_1502_b,1.27206,431.8,0.101
HD_142022_b,2.93163,1928,0.53
Kepler-134_c,0.0914787,10.105785,
Kepler-126_b,0.0938169,10.495711,
Kepler-329_c,0.137805,18.684737,
Kepler-131_b,0.12557,16.092,0
WASP-72_b,0.036575,2.216726,0
HD_212771_b,1.16471,373.3,0.111
Kepler-135_b,0.0646392,6.00253,
HD_134987_b,0.807929,258.18,0.233
Kepler-149_b,0.185574,29.198943,
Kepler-289_c,0.491526,125.866438,
HD_187123_c,4.83146,3805.6705,0.252086
HD_101930_b,0.302019,70.459999,0.11
Kepler-46_c,0.280101,57.011,0.0146
Kepler-174_d,0.771174,247.35373,
Kepler-253_d,0.135013,18.119869,
HD_131664_b,3.17098,1951,0.638
HIP_57050_b,0.163506,41.397,0.314
Kepler-9_d,0.0266925,1.592851,0
Kepler-49_b,0.0598092,7.2037945,
WASP-67_b,0.0517914,4.61442,0
HD_147018_c,1.92274,1008,0.133
Kepler-32_b,0.0520435,5.90124,0
HD_92788_b,0.951142,325.81,0.334
Kepler-83_c,0.125924,20.09,
CoRoT-26_b,0.052477,4.20474,0
HAT-P-12_b,0.0383737,3.2130598,0
Kepler-178_c,0.146843,20.552802,
Kepler-82_d,0.0349155,2.382961,
HD_114613_b,5.3109,3827,0.25
Kepler-130_d,0.385778,87.517905,
HD_154857_b,1.2912,408.6,0.46
Kepler-106_e,0.243344,43.8445,0
Kepler-355_b,0.0969854,11.03189,
Kepler-220_c,0.0848919,9.034199,
Kepler-243_b,0.0625614,5.715442,
Kepler-297_b,0.224576,38.871826,
Kepler-220_b,0.05062,4.159807,
Kepler-245_c,0.131719,17.460812,
Kepler-25_c,0.113014,12.7204,0
HD_163607_b,0.359201,75.29,0.73
HATS-2_b,0.0229834,1.354133,0
HD_19994_b,1.30567,466.2,0.266
WASP-29_b,0.0456587,3.922727,0.03
OGLE-TR-182_b,0.0513517,3.9791,0
HD_85512_b,0.260405,58.43,0.11
HD_106252_b,2.61147,1531,0.482
Kepler-222_d,0.180811,28.081912,
Kepler-394_b,0.0783155,8.005013,
18_Del_b,2.58655,993.3,0.08
Kepler-218_b,0.0461345,3.619337,
Kepler-54_c,0.0822829,12.0717249,
Kepler-33_b,0.0677431,5.66793,0
Kepler-391_b,0.0744302,7.416755,
Kepler-55_e,0.0542683,4.617534,
Kepler-34_b,0.86856,288.822,0.182
Kepler-383_b,0.107672,12.904532,
HD_171028_b,1.31895,550,0.59
Kepler-336_b,0.0313231,2.024823,
WASP-1_b,0.0385203,2.5199449,0
XO-5_b,0.0508651,4.1877537,0
HAT-P-3_b,0.0388252,2.899703,0
Kepler-252_c,0.0959074,10.848463,
Kepler-247_b,0.0436956,3.33616,
Kepler-251_e,0.420626,99.640161,
Kepler-282_b,0.0860552,9.220524,
Kepler-354_c,0.129058,16.934402,
upsilon_And_d,2.52452,1278.1218,0.267395
Kepler-102_b,0.0551367,5.28696,0
KOI_4232.01,0.0363361,2.61574758,0
KOI_4234.01,0.074233,6.94244853,0
KOI_4235.01,0.347911,66.6433203,0
KOI_2458.02,0.0371796,2.936614996,0
KOI_4242.01,0.559941,145.786742,0
KOI_4245.01,0.177501,24.6679556,0
KOI_4246.01,0.0726508,6.98469713,0
KOI_4251.01,0.0653889,6.2397033,0
KOI_2485.02,0.0425253,3.60084062,0
KOI_4252.01,0.0988335,15.57129793,0
KOI_4253.01,0.638212,173.2549,0
KOI_4255.01,0.0656949,6.30560647,0
KOI_4257.01,0.237386,41.6758264,0
KOI_4259.01,0.0171853,0.909178,0
KOI_4261.01,0.0251788,1.450880434,0
KOI_2485.03,0.0579434,5.72715278,0
KOI_4267.01,0.0339245,2.208256,0
KOI_4268.01,0.0150017,0.84992,0
KOI_4269.01,0.194194,26.6564363,0
KOI_4269.02,0.057828,4.440606,0
KOI_4273.01,0.134346,17.3728022,0
KOI_4274.01,0.0310445,1.975068215,0
KOI_4276.01,0.287408,56.644786,0
KOI_4212.01,0.0639819,5.79175242,0
KOI_2433.04,0.185506,27.903791,0
KOI_4212.02,0.0926908,10.09903173,0
KOI_4215.01,0.178331,26.5489536,0
KOI_4222.01,0.0431811,3.38558549,0
KOI_4226.01,0.275294,49.5646781,0
KOI_4230.01,0.0613466,5.49542107,0
KOI_255.02,0.0902624,13.6033031,0
KOI_4021.01,0.0840273,7.23527576,0
KOI_4021.02,0.0650835,4.93209412,0
KOI_4022.01,0.0547716,4.85819346,0
KOI_4024.01,0.0780697,8.40690362,0
KOI_2193.02,0.0433614,4.163013,0
KOI_4032.01,0.0466182,3.95130031,0
KOI_868.01,0.628,235.97424,0
KOI_869.04,0.039,3.219792,0
KOI_871.01,0.108,12.9406716,0
KOI_873.01,0.051,4.347326,0
KOI_875.01,0.044,4.220959,0
KOI_435.06,0.0877206,9.91935856,0
KOI_2263.02,0.0904225,9.47851683,0
KOI_4117.01,0.0488859,4.2426289,0
KOI_4129.01,0.0322241,2.314857427,0
KOI_4135.01,0.0943926,12.43512,0
KOI_4136.01,0.0346128,2.41746764,0
KOI_4136.02,0.048692,4.03359349,0
KOI_878.01,0.144,23.58906,0
KOI_881.01,0.14,21.02236,0
KOI_881.02,0.682,226.8897,0
KOI_883.01,0.034,2.68889807,0
KOI_4139.01,0.0485819,3.74030254,0
KOI_4145.01,0.0418147,3.2542665,0
KOI_4149.01,0.0952705,9.54698655,0
KOI_4149.02,0.127086,14.7087374,0
KOI_4150.01,0.209133,31.335213,0
KOI_4152.01,0.351125,64.1906075,0
KOI_4153.01,0.0515397,4.626028725,0
KOI_2303.02,0.0928083,8.93490393,0
KOI_887.01,0.074,7.411138,0
KOI_890.01,0.081,8.0988814,0
KOI_891.01,0.092,10.006563,0
KOI_12.01,0.144,17.855149,0
KOI_892.01,0.086,10.371721,0
KOI_892.02,0.045,3.970006,0
KOI_893.01,0.053,4.408468,0
KOI_4146.01,0.0418897,3.5047534,0
KOI_4156.01,0.0570966,4.85016771,0
KOI_4157.01,0.0523155,3.82315688,0
KOI_4159.01,0.0187373,0.971944243,0
KOI_4160.01,0.0397022,3.031980613,0
KOI_112.02,0.047,3.709191,0
KOI_895.01,0.05,4.4094114,0
KOI_897.01,0.031,2.05234974,0
KOI_898.03,0.126,20.08976,0
KOI_900.01,0.112,13.80994,0
KOI_901.01,0.091,12.73262,0
KOI_2357.02,0.122375,15.9039463649,0
KOI_4166.01,0.0918634,9.84258697,0
KOI_4169.01,0.019359,1.005227751,0
KOI_746.01,0.077,9.273827,0
KOI_747.01,0.055,6.029272,0
KOI_750.01,0.136,21.6769,0
KOI_751.01,0.053,4.996777,0
KOI_753.01,0.143,19.899147,0
KOI_755.01,0.036,2.525612,0
KOI_902.01,0.321,83.91089,0
KOI_908.01,0.052,4.708327,0
KOI_910.01,0.056,5.392066,0
KOI_911.01,0.051,4.093602,0
KOI_911.02,0.443,105.152,0
KOI_913.01,0.049,4.08227693,0
KOI_914.01,0.048,3.886609,0
KOI_916.01,0.041,3.3149523,0
KOI_4184.01,0.0597228,6.08006258,0
KOI_4185.01,0.0394,3.035175693,0
KOI_4188.01,0.0710377,6.96353847,0
KOI_4189.01,0.333594,64.273635,0
KOI_4190.01,0.0441348,3.4328158,0
KOI_4192.01,0.132548,18.0540662,0
KOI_758.01,0.111,16.01285,0
KOI_760.01,0.058,4.9593347,0
KOI_762.01,0.054,4.49884,0
KOI_763.01,0.144,19.651221,0
KOI_918.01,0.218,39.643231,0
KOI_920.01,0.148,21.80441,0
KOI_922.01,0.055,5.154441,0
KOI_923.01,0.063,5.743491,0
KOI_924.01,0.235,39.47585,0
KOI_926.01,0.043,3.1663528,0
KOI_928.01,0.035,2.494155,0
KOI_929.01,0.069,6.4916717,0
KOI_4202.01,0.551821,153.979748,0
KOI_2433.03,0.296608,56.4154912,0
KOI_4204.01,0.149855,20.9254443,0
KOI_4205.01,0.0215609,1.166950151,0
KOI_4207.01,0.0124835,0.701932758,0
KOI_4208.01,0.0370317,3.05771358,0
KOI_4209.01,0.0823635,9.90916955,0
KOI_115.01,0.064,5.4122014,0
KOI_764.01,0.218,41.43954,0
KOI_765.01,0.079,8.353917,0
KOI_766.01,0.051,4.125573,0
KOI_767.01,0.037,2.81650521,0
KOI_769.01,0.05,4.280969,0
KOI_771.01,1.502,670.65,0
KOI_772.01,0.31,61.25714,0
KOI_773.01,0.223,38.37784,0
KOI_774.01,0.076,7.4426623,0
KOI_2365.02,0.457093,110.978777,0
KOI_776.01,0.045,3.7287325,0
KOI_777.01,0.219,40.41943,0
KOI_778.01,0.028,2.24338,0
KOI_780.01,0.031,2.3374551,0
KOI_780.02,0.067,7.24068,0
KOI_115.03,0.047,3.43584,0
KOI_781.01,0.082,11.598192,0
KOI_782.01,0.069,6.575324,0
KOI_783.01,0.07,7.275026,0
KOI_785.01,0.102,12.39343,0
KOI_4032.02,0.037863,2.89220897,0
KOI_4034.01,0.0803894,6.96716751,0
KOI_4036.01,0.539783,168.809909,0
KOI_4037.01,0.745686,215.967824,0
KOI_2420.02,0.0603332,5.467454,0
KOI_4193.01,0.421246,94.1777069,0
KOI_4194.01,0.0240246,1.538160852,0
KOI_4198.01,0.0220527,1.182852021,0
KOI_4199.01,0.0117872,0.53993289,0
KOI_786.01,0.047,3.689938,0
KOI_788.01,0.16,26.39452,0
KOI_791.01,0.104,12.611904,0
KOI_794.01,0.037,2.53917,0
KOI_795.01,0.069,6.770278,0
KOI_797.01,0.094,10.181582,0
KOI_801.01,0.026,1.62552343,0
KOI_802.01,0.141,19.620342,0
KOI_804.01,0.079,9.029305,0
KOI_805.01,0.089,10.3280186,0
KOI_4051.01,0.563191,163.690926,0
KOI_4053.01,0.0252651,1.419777904,0
KOI_4054.01,0.568691,169.134167,0
KOI_4056.01,0.0462776,3.951395616,0
KOI_809.01,0.027,1.59474469,0
KOI_810.01,0.05,4.783,0
KOI_811.01,0.131,20.505935,0
KOI_116.04,0.163,23.98059,0
KOI_813.01,0.047,3.8959309,0
KOI_814.01,0.149,22.36658,0
KOI_815.01,0.198,34.84409,0
KOI_816.01,0.075,7.748083,0
KOI_4060.01,0.708613,225.269859,0
KOI_4062.01,0.0410698,3.058966008,0
KOI_4066.01,0.554578,126.5575829,0
KOI_818.01,0.064,8.114368,0
KOI_821.01,0.145,21.81293,0
KOI_823.01,0.021,1.028414,0
KOI_824.01,0.109,15.375871,0
KOI_826.01,0.067,6.365815,0
KOI_2220.04,0.0732587,7.66479864,0
KOI_4067.01,0.0940246,9.68824483,0
KOI_4068.01,0.136545,19.5971498,0
KOI_4069.01,0.0938018,13.06259346,0
KOI_4072.01,0.0152421,0.692978977,0
KOI_830.01,0.042,3.52563247,0
KOI_833.01,0.05,3.9514177,0
KOI_834.01,0.16,23.653593,0
KOI_834.05,0.265,50.4454,0
KOI_4076.01,0.47844,124.828209,0
KOI_2220.05,0.0983863,11.9292738,0
KOI_4084.01,0.695837,214.887778,0
KOI_838.01,0.057,4.8593843,0
KOI_841.03,0.068,6.546303,0
KOI_843.01,0.051,4.1904091,0
KOI_844.01,0.045,3.709884,0
KOI_2243.02,0.0836589,8.45807612,0
KOI_4087.01,0.333867,101.1105058,0
KOI_4091.01,0.733015,225.582092,0
KOI_4092.01,0.176493,24.4973025,0
KOI_845.01,0.124,16.32986,0
KOI_846.01,0.18,27.807543,0
KOI_847.01,0.361,80.87159,0
KOI_118.01,0.167,24.99334,0
KOI_849.01,0.088,10.355459,0
KOI_850.01,0.089,10.5262937,0
KOI_851.01,0.054,4.5835184,0
KOI_852.01,0.045,3.761849,0
KOI_854.01,0.231,56.05628,0
KOI_855.01,0.228,41.4083,0
KOI_856.01,0.234,39.748877,0
KOI_2250.02,0.0132479,0.626289323,0
KOI_4097.01,0.0335039,2.790653585,0
KOI_4097.02,0.0446995,4.449108,0
KOI_4098.01,0.0222001,1.121722451,0
KOI_4099.01,0.0523635,4.95062102,0
KOI_858.01,0.108,13.6101451,0
KOI_861.01,0.031,2.237492,0
KOI_863.01,0.042,3.167876,0
KOI_865.01,0.469,119.02088,0
KOI_867.01,0.114,16.085351,0
KOI_4103.01,0.567779,184.771377,0
KOI_2257.02,0.289136,59.2844467,0
KOI_4109.01,0.0144921,0.655955437,0
KOI_4120.01,0.463453,110.459628,0
KOI_4121.01,0.62565,198.088159,0
KOI_4123.01,0.246292,44.6230571,0
KOI_4126.01,0.0809333,8.10502171,0
KOI_4127.01,0.081996,8.82717272,0
KOI_1212.01,0.098,11.30118,0
KOI_1214.01,0.05,4.241499,0
KOI_1215.01,0.139,17.3244,0
KOI_1215.02,0.214,33.0059,0
KOI_1216.01,0.099,11.13127,0
KOI_1218.01,0.185,29.61981,0
KOI_153.01,0.076,8.925113,0
KOI_1220.01,0.069,6.400954,0
KOI_167.01,0.06,4.919576,0
KOI_1405.01,0.102,11.41904,0
KOI_1406.01,0.103,11.361168,0
KOI_1408.01,0.097,14.53398,0
KOI_1409.01,0.126,16.56062,0
KOI_1410.01,0.127,15.74954,0
KOI_1412.01,0.227,37.81266,0
KOI_1590.01,0.096,12.89016,0
KOI_1590.02,0.031,2.355788,0
KOI_1590.03,0.05,4.746676,0
KOI_1591.01,0.135,19.65667,0
KOI_1595.01,0.231,40.10999,0
KOI_1022.01,0.135,18.82729,0
KOI_1024.01,0.053,5.747719,0
KOI_1029.01,0.2,32.31153,0
KOI_1030.01,0.091,9.22969,0
KOI_1031.01,0.117,14.55916,0
KOI_1032.01,1.571,650,0
KOI_138.01,0.297,48.937964,0
KOI_1226.01,0.478,137.759611,0
KOI_1227.01,0.032,2.1552777,0
KOI_1232.01,0.435,119.4078,0
KOI_1236.01,0.232,35.74113,0
KOI_1236.03,0.307,54.3995,0
KOI_1420.01,0.102,13.351585,0
KOI_1421.01,1.193,485,0
KOI_1423.01,0.471,124.41949,0
KOI_1424.01,0.02,1.2195847,0
KOI_1425.01,0.032,2.053899,0
KOI_186.01,0.044,3.2432603,0
KOI_1597.01,0.086,7.796734,0
KOI_1599.01,0.143,20.41724,0
KOI_1601.01,0.092,10.35113,0
KOI_1601.02,0.305,62.9147,0
KOI_1602.01,0.09,9.97741,0
KOI_1603.01,0.042,3.021542,0
KOI_1050.01,0.021,1.269095,0
KOI_1050.02,0.036,2.853135,0
KOI_1051.01,0.071,6.796859,0
KOI_1238.01,0.17,27.07259,0
KOI_1239.01,0.017,0.7832832,0
KOI_1239.02,0.043,3.174067,0
KOI_1242.01,0.445,99.64357,0
KOI_155.01,0.061,5.660691,0
KOI_1245.01,0.118,13.7199,0
KOI_1246.01,0.145,19.03707,0
KOI_1426.03,0.565,150.0191,0
KOI_1427.01,0.031,2.613004,0
KOI_1428.01,0.017,0.9278551,0
KOI_1429.01,0.678,205.9172,0
KOI_1431.01,0.983,345.1613,0
KOI_1433.01,0.142,19.80762,0
KOI_1434.01,0.03,2.343248,0
KOI_1606.01,0.058,5.082709,0
KOI_1609.01,0.245,41.69831,0
KOI_1612.01,0.036,2.465031,0
KOI_1613.01,0.124,15.8662,0
KOI_188.01,0.044,3.79701711,0
KOI_1615.01,0.025,1.340638,0
KOI_1616.01,0.12,13.93281,0
KOI_1618.01,0.037,2.36432,0
KOI_1619.01,0.129,20.66589,0
KOI_1621.01,0.155,20.31035,0
KOI_1622.01,0.397,69.83732,0
KOI_1626.01,0.037,2.534773,0
KOI_1627.01,0.091,10.29678,0
KOI_1627.02,0.063,5.93916,0
KOI_1053.01,0.022,1.224862,0
KOI_1059.01,0.019,1.022693,0
KOI_1060.01,0.112,12.10995,0
KOI_1060.02,0.06,4.757896,0
KOI_1060.03,0.159,20.49659,0
KOI_1060.04,0.086,8.1938,0
KOI_1061.01,0.234,41.81287,0
KOI_1063.01,0.43,89.6981594,0
KOI_156.01,0.07,8.041317,0
KOI_1257.01,0.355,86.64774,0
KOI_1258.03,0.538,148.2682,0
KOI_1261.01,0.516,133.461,0
KOI_1437.01,0.073,7.01773,0
KOI_1438.01,0.07,6.911301,0
KOI_1439.01,1.129,394.6107,0
KOI_1440.01,0.075,7.19294,0
KOI_1441.01,0.08,8.50691,0
KOI_1444.01,0.261,44.93128,0
KOI_1445.01,0.078,7.168879,0
KOI_189.01,0.17,30.360447,0
KOI_1629.01,0.055,4.409673,0
KOI_1630.01,0.097,11.30488,0
KOI_1632.01,0.057,4.59492,0
KOI_1633.01,0.188,32.29861,0
KOI_1637.01,0.038,2.970439,0
KOI_1639.02,0.094,9.98226,0
KOI_1641.01,0.057,4.85382,0
KOI_1643.01,0.098,11.04564,0
KOI_1646.01,0.042,3.720226,0
KOI_190.01,0.101,12.2648616,0
KOI_1647.03,0.066,6.33091,0
KOI_1648.01,0.211,38.32527,0
KOI_1649.01,0.04,4.043539,0
KOI_1650.01,0.068,6.53251,0
KOI_1651.01,0.274,51.3002,0
KOI_1066.01,0.063,5.7148112,0
KOI_1067.01,0.653,185.02311,0
KOI_1069.01,0.083,8.704142,0
KOI_1069.02,0.036,2.466961,0
KOI_141.01,0.037,2.6242336,0
KOI_1070.03,0.409,92.7557,0
KOI_1072.01,0.094,10.12824,0
KOI_1074.01,0.049,3.7705565,0
KOI_142.01,0.098,10.916386,0
KOI_1261.02,0.121,15.19471,0
KOI_1264.01,0.111,14.13179,0
KOI_1266.01,0.085,11.419267,0
KOI_1268.01,0.849,268.9424,0
KOI_156.03,0.09,11.776147,0
KOI_1271.01,0.628,161.85932,0
KOI_1273.01,0.224,40.05488,0
KOI_1274.01,0.923,362,0
KOI_1275.01,0.256,50.28578,0
KOI_1276.01,0.153,22.78983,0
KOI_1445.02,0.299,54.3443,0
KOI_1445.03,0.154,20.0196,0
KOI_1452.01,0.025,1.1522169,0
KOI_1456.01,0.08,7.886632,0
KOI_1457.01,0.078,8.0276729,0
KOI_1458.01,0.084,8.981345,0
KOI_1687.01,0.043,3.932449,0
KOI_1688.01,0.018,0.921056,0
KOI_191.03,0.015,0.7085982,0
KOI_1693.01,0.043,3.403746,0
KOI_1700.01,0.076,8.037617,0
KOI_1701.01,0.041,2.439006,0
KOI_1702.01,0.021,1.5381625,0
KOI_1704.01,0.089,10.418751,0
KOI_1705.01,0.152,20.49941,0
KOI_1706.01,0.028,1.9214304,0
KOI_1708.01,0.201,32.77373,0
KOI_191.04,0.218,38.65154,0
KOI_1710.01,0.11,14.20437,0
KOI_1711.01,0.257,55.67454,0
KOI_1081.01,0.093,9.955121,0
KOI_1082.01,0.064,6.503227,0
KOI_1082.02,0.047,4.096729,0
KOI_1082.03,0.021,1.196577,0
KOI_1083.01,0.073,7.33674,0
KOI_1085.01,0.063,7.71797,0
KOI_1086.01,0.181,27.66556,0
KOI_1276.02,0.107,13.26107,0
KOI_1278.01,0.171,24.80446,0
KOI_1278.02,0.252,44.34713,0
KOI_1279.01,0.115,14.37438,0
KOI_1279.02,0.088,9.6519,0
KOI_1281.01,0.261,49.47779,0
KOI_1282.01,0.2,30.86392,0
KOI_1283.01,0.078,8.09214,0
KOI_1463.01,1.382,580,0
KOI_1465.01,0.089,9.771455,0
KOI_1466.01,0.744,281.5635,0
KOI_1470.01,0.122,15.4341,0
KOI_1472.01,0.371,85.35172,0
KOI_1473.01,0.158,23.02027,0
KOI_1474.01,0.363,69.73297,0
KOI_1475.01,0.022,1.6093059,0
KOI_1746.01,0.102,11.79174,0
KOI_1747.01,0.143,20.55873,0
KOI_1749.01,0.173,26.96447,0
KOI_1750.01,0.075,7.768552,0
KOI_1751.01,0.076,8.689298,0
KOI_1751.02,0.136,20.99433,0
KOI_1754.01,0.116,15.1358,0
KOI_1758.01,0.06,5.597163,0
KOI_1761.01,0.096,10.12748,0
KOI_1762.01,0.018,0.870697,0
KOI_1773.01,0.351,83.09699,0
KOI_22.01,0.081,7.8914502,0
KOI_195.01,0.042,3.21752044,0
KOI_1089.01,0.393,86.67831,0
KOI_1089.02,0.106,12.218255,0
KOI_144.01,0.048,4.1762599,0
KOI_1094.01,0.066,6.100295,0
KOI_1095.01,0.266,51.59845,0
KOI_1096.01,1.062,414,0
KOI_1099.01,0.581,161.5266,0
KOI_1101.01,0.036,2.84796,0
KOI_145.01,0.476,102.9667,0
KOI_1288.01,0.495,117.93119,0
KOI_1299.01,0.303,52.50128,0
KOI_1475.02,0.074,9.512123,0
KOI_1475.03,0.046,4.729344,0
KOI_1476.01,0.273,56.36391,0
KOI_1477.01,0.577,169.50391,0
KOI_1478.01,0.342,76.13354,0
KOI_1480.01,0.135,20.38164,0
KOI_1480.02,0.066,7.00433,0
KOI_1481.01,0.059,5.10137,0
KOI_1484.01,0.042,3.470194,0
KOI_173.01,0.091,10.060791,0
KOI_1655.01,0.019,0.9384704,0
KOI_1656.01,0.274,51.39,0
KOI_191.01,0.118,15.3587794,0
KOI_1659.01,0.2,29.53838,0
KOI_1660.01,0.213,35.638,0
KOI_1662.01,0.016,0.7840262,0
KOI_1665.01,0.073,6.9338,0
KOI_1665.02,0.065,5.91461,0
KOI_1669.01,0.319,61.039,0
KOI_1672.01,0.176,33.86736,0
KOI_1675.01,0.116,14.6243,0
KOI_1677.01,0.269,52.06986,0
KOI_191.02,0.034,2.4183985,0
KOI_1677.02,0.08,8.5117,0
KOI_1681.01,0.057,6.939196,0
KOI_1683.01,0.085,9.11513,0
KOI_1684.01,0.326,62.81557,0
KOI_1685.01,0.354,70.4654,0
KOI_1686.01,0.231,56.8672,0
KOI_1103.01,0.408,90.1386,0
KOI_1106.01,0.077,7.425992,0
KOI_1106.02,0.128,15.98467,0
KOI_1108.01,0.135,18.92532,0
KOI_1108.02,0.025,1.475316,0
KOI_1110.01,0.083,8.73477,0
KOI_1300.01,0.012,0.6313298,0
KOI_1302.01,0.286,55.63765,0
KOI_1303.01,0.2,34.29834,0
KOI_1304.01,0.055,4.59731,0
KOI_1488.01,0.044,3.949633,0
KOI_1489.01,0.115,16.00451,0
KOI_1491.01,0.042,3.148679,0
KOI_1494.01,0.073,8.1959,0
KOI_1495.01,0.122,15.5949,0
KOI_174.01,0.253,56.35387,0
KOI_1496.01,0.218,36.12846,0
KOI_1498.01,0.064,5.833734,0
KOI_1498.02,0.036,2.421496,0
KOI_1715.01,0.43,105.0129,0
KOI_1716.01,0.05,4.880861,0
