Nombre,EjeMayor,PeriodoDias,Excentricidad
Kepler-214_c,0.183794,28.7798,
HD_175167_b,2.40085,1290,0.54
Kepler-273_b,0.0401325,2.936532,
Kepler-323_c,0.0455761,3.553822,
Kepler-84_d,0.0511438,4.224537,
Kepler-267_c,0.0707769,6.87745,
HAT-P-16_b,0.0413275,2.77596,0.036
TrES-4_b,0.0509243,3.553945,0
Kepler-231_c,0.140675,19.271566,
NGC_4349_127_b,1.68103,677.8,0.19
Kepler-184_b,0.0949568,10.687576,
GJ_676_A_b,1.81539,1056.8,0.326
Kepler-60_b,0.0750769,7.1316185,
Kepler-151_b,0.120241,15.228958,
Kepler-242_c,0.116354,14.496481,
Kepler-230_b,0.199823,32.625555,
HD_47186_c,2.38704,1353.6,0.249
Kepler-351_c,0.290701,57.24809,
Kepler-350_b,0.0979073,11.189562,
Kepler-382_b,0.0592083,5.262155,
HIP_14810_d,1.88623,950.69651,0.165251
Kepler-209_b,0.124721,16.087845,
Kepler-123_c,0.174808,26.695074,
HD_142245_b,2.77628,1299,0
Kepler-59_c,0.136086,17.9801235,
KIC_11442793_b,0.0761616,7.008151,
Kepler-258_b,0.109294,13.19722,
Kepler-309_c,0.436563,105.356383,
Kepler-302_c,0.495205,127.282184,
HD_30177_b,3.80821,2770,0.193
Kepler-4_b,0.0455763,3.21346,0
HD_190647_b,2.07238,1038.1,0.18
HD_97658_b,0.0796373,9.4909,0.064
Kepler-261_b,0.0931334,10.381227,
Kepler-57_b,0.0588891,5.7293196,
Kepler-175_b,0.102029,11.903515,
Kepler-323_b,0.0276391,1.678327,
Kepler-377_c,0.176201,27.014976,
HD_106270_b,4.37827,2890,0.402
Kepler-379_c,0.309155,62.784697,
HD_30856_b,2.04004,912,0.117
Kepler-315_c,0.808381,265.469335,
Kepler-80_c,0.0788018,9.522,
Kepler-179_c,0.067463,6.40013,
HD_48265_b,1.59435,762,0.24
CoRoT-27_b,0.0466557,3.57532,0
Kepler-360_c,0.0728812,7.186434,
Kepler-262_b,0.108539,13.060855,
Kepler-381_b,0.0619291,5.629021,
Kepler-168_c,0.109272,13.193242,
Kepler-84_f,0.245953,44.552169,
HD_89307_b,3.26609,2166,0.2
HD_163607_c,2.41789,1314,0.12
WASP-49_b,0.0378972,2.7817387,0
Kepler-288_b,0.065318,6.097326,
Kepler-37_c,0.139784,21.301886,0.0984886
Kepler-55_b,0.153688,27.9481449,
HD_4313_b,1.13327,356,0.041
HR_8799_b,67.4293,164253,0
HD_2638_b,0.0435743,3.4442,0
Kepler-272_b,0.0404491,2.971353,
Kepler-231_b,0.0912341,10.065275,
HD_168443_b,0.29385,58.11247,0.52883
Kepler-373_b,0.0612399,5.535309,
Kepler-288_d,0.288618,56.633742,
HD_10180_f,0.49279,122.72,0.133
HD_45350_b,1.94413,963.6,0.778
HD_69830_c,0.185072,31.559999,0.13
Kepler-21_b,0.0427173,2.785755,0
Kepler-352_c,0.125984,16.332995,
Kepler-363_b,0.046094,3.614568,
Kepler-390_b,0.0698175,6.738088,
Kepler-340_b,0.118208,14.844387,
Kepler-335_c,0.325549,67.844469,
HD_47186_b,0.0498411,4.0845,0.038
Kepler-226_b,0.0488289,3.940997,
KELT-3_b,0.0412729,2.70339,0
Kepler-51_c,0.379271,85.3128662,
HD_148427_b,1.03886,331.5,0.16
Kepler-226_c,0.0598621,5.349555,
epsilon_Tau_b,1.93647,594.90002,0.151
Kepler-11_e,0.19466,31.9996,0.012
Kepler-366_c,0.1055,12.51616,
HD_208487_b,0.520765,130.08,0.24
Kepler-288_c,0.140842,19.305772,
Kepler-48_d,0.229818,42.8961,0
Kepler-311_b,0.0857785,9.176092,
Kepler-117_c,0.268407,50.790412,
epsilon_Eri_b,3.37558,2500,0.25
Kepler-69_c,0.709354,242.4613,0.14
Kepler-296_f,0.310961,63.335879,
HD_20782_b,1.36607,591.9,0.97
Kepler-228_c,0.050414,4.134444,
HD_190360_c,0.129216,17.111027,0.23747
Kepler-23_c,0.0986522,10.7421,0
Kepler-378_b,0.124744,16.092361,
HD_65216_b,1.37427,613.09998,0.41
Kepler-343_c,0.159296,23.22182,
Kepler-42_b,0.0112809,1.2137672,
Kepler-212_b,0.125596,16.257582,
Kepler-296_c,0.063479,5.841648,
Kepler-356_b,0.0542304,4.612696,
HAT-P-13_b,0.0426946,2.91625,0.0133
Kepler-244_b,0.0518456,4.311792,
GJ_3634_b,0.0286881,2.64561,0.08
Kepler-9_b,0.140548,19.243158,0.150841
HD_130322_b,0.0896052,10.7085,0.011
Kepler-31_d,0.386163,87.648901,
Kepler-399_d,0.293358,58.034616,
Kepler-215_c,0.117265,14.667108,
Kepler-108_b,0.262717,49.183921,
Kepler-348_c,0.130735,17.265427,
Kepler-124_b,0.0443423,3.410493,
Kepler-185_c,0.147681,20.729042,
Kepler-191_c,0.133112,17.738506,
omega_Ser_b,1.07698,277.02,0.106
Kepler-111_b,0.043745,3.341815,
HD_16175_b,2.1185,990,0.6
Kepler-235_b,0.0437311,3.340222,
HD_46375_b,0.0399038,3.023573,0.063
Kepler-48_c,0.0851485,9.67395,
Kepler-114_b,0.0586548,5.188549,
Kepler-60_d,0.105629,11.9016171,
Kepler-14_b,0.0806879,6.790123,0.0350051
Kepler-234_c,0.0730543,7.21205,
CoRoT-13_b,0.051069,4.03519,0
HD_98219_b,1.32398,436.9,0
HD_11964_b,3.1288,1944.5898,0.041
HAT-P-34_b,0.0677467,5.452654,0.441
MOA-2010-BLG-477L_b,,,
Kepler-31_b,0.158038,20.8613,0
Kepler-85_c,0.102591,12.513,
Kepler-219_d,0.258138,47.903645,
Kepler-248_c,0.125503,16.239494,
HD_139357_b,2.34618,1125.7,0.1
HD_1461_b,0.0635202,5.7727,0.14
Kepler-283_c,0.400986,92.743711,
HAT-P-30_b,0.0419042,2.810595,0.035
Kepler-251_d,0.189511,30.133001,
Kepler-234_b,0.0380552,2.711506,
Kepler-37_b,0.102457,13.367308,0
Kepler-392_c,0.0933838,10.423118,
HD_8535_b,2.4447,1313,0.15
HAT-P-28_b,0.0433674,3.257215,0.051
Kepler-349_c,0.103986,12.247629,
HD_4203_b,1.16537,431.88,0.519
Kepler-331_d,0.197812,32.134328,
HD_102956_b,0.0810025,6.4948,0.048
Kepler-362_c,0.220686,37.866281,
Kepler-186_e,0.121623,22.407793,0.03
Kepler-321_c,0.108723,13.093921,
Kepler-376_c,0.114613,14.172327,
Fomalhaut_b,113.443,318498,0.12
GJ_176_b,0.0656822,8.7832,0
HD_23079_b,1.59509,730.6,0.102
HD_178911_B_b,0.344904,71.484,0.114
WASP-58_b,0.0562022,5.01718,0
Kepler-244_c,0.0894244,9.767292,
Kepler-354_b,0.0608066,5.47666,
Kepler-278_b,0.189627,30.160546,
HD_162020_b,0.0756944,8.428198,0.277
Kepler-183_b,0.0623606,5.687945,
MOA-bin-1L_b,,,
Kepler-210_c,0.0781034,7.972513,
Kepler-184_d,0.184825,29.022358,
HD_168746_b,0.0655505,6.404,0.107
GJ_876_c,0.129574,30.0881,0.25591
Kepler-20_c,0.0930411,10.854092,0
Kepler-47_b,0.267621,49.514,0
Kepler-296_b,0.0461525,3.621457,
Kepler-402_b,0.0495511,4.028751,
Kepler-260_b,0.0795006,8.187399,
Kepler-255_c,0.0905121,9.946047,
HD_215497_b,0.0465952,3.93404,0.16
Kepler-62_f,0.717595,267.291,0.094434
HD_154345_b,4.21377,3341.5588,0.044
Kepler-60_c,0.0871504,8.9193459,
Kepler-395_c,0.209361,34.989262,
HD_217107_b,0.0750282,7.1268163,0.126686
mu_Ara_c,5.34057,4205.8,0.0985
HD_7199_b,1.36155,615,0.19
Kepler-233_c,0.301339,60.418955,
GJ_433_b,0.0580371,7.3709,0.08
HD_159243_b,0.110366,12.62,0.02
Kepler-327_d,0.113517,13.969457,
HAT-P-31_b,0.0611921,5.005425,0.245
OGLE-TR-113_b,0.0228946,1.4324757,0
Kepler-356_c,0.108876,13.121632,
Kepler-41_b,0.0289537,1.855558,0
Kepler-270_b,0.0995717,11.476094,
HD_40307_d,0.132422,20.46,0
HD_290327_b,3.43052,2443,0.08
GJ_876_e,0.333345,124.26,0.055
HD_169830_c,3.60184,2102,0.33
47_UMa_c,3.57197,2391,0.098
Kepler-85_b,0.0780663,8.306,
Kepler-313_c,0.198382,32.273273,
Kepler-199_b,0.161192,23.637604,
Kepler-172_b,0.0401669,2.940309,
Kepler-223_d,0.117913,14.788759,
Kepler-360_b,0.0432887,3.289672,
Kepler-246_b,0.0541452,4.60182,
Kepler-347_b,0.10708,12.79836,
HD_63765_b,0.94038,358,0.24
Kepler-217_c,0.0820605,8.586004,
HD_85390_b,1.52377,788,0.41
Kepler-401_c,0.256031,47.318218,
Kepler-299_c,0.0708347,6.885875,
Kepler-112_b,0.080928,8.408878,
Kepler-155_c,0.27496,52.661793,
Kepler-271_c,0.0743912,7.410935,
Kepler-241_c,0.213635,36.065978,
WASP-77_A_b,0.0240531,1.3600309,0
Kepler-164_c,0.0964797,10.945723,
Kepler-371_b,0.208459,34.763278,
55_Cnc_e,0.0154393,0.736546,0
HIP_57274_d,1.00678,431.7,0.27
HD_221287_b,1.25015,456.10001,0.08
KOI-13_b,0.0342279,1.76358799,0
HD_192699_b,1.12292,345.53,0.129
Kepler-178_d,0.412251,96.678988,
Kepler-312_b,0.0286627,1.772419,
Kepler-164_b,0.0574921,5.03503,
Kepler-341_b,0.0587074,5.195528,
Kepler-311_c,0.142937,19.738286,
HD_181342_b,1.777,663,0.177
WASP-8_b,0.080153,8.158715,0.31
HD_131496_b,2.1121,883,0.163
Kepler-154_c,0.307572,62.303276,
Kepler-334_c,0.106855,12.758005,
Kepler-372_c,0.144457,20.053763,
Kepler-127_b,0.11603,14.435889,
HD_44219_b,1.18713,472.3,0.61
75_Cet_b,1.97678,691.9,0.117
Kepler-27_b,0.10464,15.3348,0
Kepler-210_b,0.0355986,2.453234,
Kepler-40_b,0.0806644,6.87349,0
Kepler-171_c,0.0994986,11.463462,
Kepler-298_c,0.157953,22.92881,
Kepler-331_c,0.130814,17.28111,
HD_220074_b,1.60044,672.1,0.14
Kepler-133_b,0.0791285,8.129976,
HAT-P-39_b,0.0509456,3.54387,0
WASP-26_b,0.0399686,2.7566,0
WASP-71_b,0.0463361,2.9036747,0
HIP_2247_b,1.33884,655.6,0.54
GJ_876_d,0.0208066,1.93778,0.207
Kepler-312_c,0.142982,19.747412,
OGLE-TR-56_b,0.0238308,1.211909,0
Kepler-235_c,0.0771364,7.824904,
Kepler-146_c,0.353393,76.732171,
Kepler-372_d,0.189342,30.092568,
Kepler-156_b,0.0570224,4.973456,
HD_38529_b,0.1272,14.310195,0.243663
Kepler-393_c,0.11698,14.613612,
Kepler-136_c,0.126325,16.399235,
BD_+20_2457_c,1.45701,621.99,0.18
Kepler-144_b,0.0637947,5.885273,
HD_22781_b,1.16847,528.07,0.8191
Kepler-208_d,0.09757,11.131786,
Kepler-286_e,0.185669,29.221289,
Kepler-351_b,0.217522,37.054919,
HD_120084_b,4.26892,2082,0.66
MOA-2009-BLG-266L_b,,,
Kepler-387_b,0.0701869,6.791636,
HD_20868_b,0.947319,380.85,0.75
HAT-P-9_b,0.0528645,3.92289,0
Kepler-33_e,0.213825,31.7844,0
Kepler-216_c,0.131447,17.406669,
Kepler-365_c,0.13334,17.784129,
Kepler-19_b,0.0845828,9.2869944,0
Kepler-130_b,0.0812393,8.457458,
Kepler-160_c,0.112047,13.699087,
Kepler-207_c,0.0413536,3.071571,
Kepler-284_b,0.106526,12.699149,
Kepler-326_b,0.0335877,2.248329,
HD_107148_b,0.270013,48.056,0.05
Kepler-200_c,0.0921796,10.222157,
Kepler-95_b,0.102439,11.5231,0
Kepler-280_c,0.0557436,4.807091,
KIC_11442793_e,0.423643,91.93913,
Kepler-249_d,0.120974,15.368459,
51_Peg_b,0.0521068,4.230785,0.013
WASP-60_b,0.0531121,4.3050011,0
Kepler-99_b,0.0500668,4.60358,0
Kepler-125_c,0.0629914,5.774464,
Kepler-319_c,0.0712147,6.941357,
Kepler-153_b,0.138715,18.870227,
55_Cnc_f,0.773567,261.2,0.32
Kepler-238_d,0.109494,13.233549,
Kepler-153_c,0.254528,46.90232,
HD_212301_b,0.034116,2.245715,0
Kepler-295_c,0.151444,21.526258,
GJ_504_b,,,
HAT-P-15_b,0.0964692,10.863502,0.19
Kepler-24_e,0.139343,18.998355,
HD_209458_b,0.047235,3.52474859,0
HD_102272_b,0.512595,127.58,0.05
HD_181433_b,0.0800943,9.3743,0.396
HD_187123_b,0.042091,3.0965828,0.0102736
HD_108147_b,0.101407,10.8985,0.53
Kepler-82_c,0.256743,51.538,
WASP-61_b,0.0514489,3.8559,0
Kepler-58_b,0.0905953,10.2184954,
Kepler-379_b,0.144671,20.09838,
Kepler-376_b,0.0566146,4.920199,
HD_215497_c,1.28243,567.94,0.49
Kepler-225_b,0.0698236,6.738975,
CoRoT-17_b,0.0480499,3.7681,0
HD_20794_d,0.349781,90.309,0
xi_Aql_b,0.53813,136.75,0
HD_33564_b,1.1241,388,0.34
HD_40979_b,0.846038,264.15,0.252
GJ_581_c,0.0729238,12.9182,0.07
HD_10180_c,0.0641175,5.75962,0.077
WASP-31_b,0.0466223,3.405909,0
HD_134987_c,5.82513,5000,0.12
Kepler-102_d,0.0860714,10.3117,0
Kepler-164_d,0.184674,28.986769,
HD_40307_b,0.0468927,4.3115,0
Kepler-199_c,0.323142,67.093408,
Kepler-344_b,0.15349,21.963945,
Kepler-132_b,0.0658943,6.178196,
iota_Dra_b,1.31029,511.098,0.7124
HD_108874_b,1.03527,394.48124,0.1276
Kepler-250_d,0.132661,17.648312,
Kepler-256_d,0.0634611,5.839172,
Kepler-187_b,0.0567577,4.938864,
HD_4732_b,1.19218,360.2,0.13
Kepler-374_d,0.0574402,5.028219,
Kepler-383_c,0.193962,31.200751,
HD_23596_b,2.77219,1561,0.266
Kepler-295_b,0.106224,12.645164,
Kepler-171_d,0.227355,39.595519,
HD_25171_b,3.03064,1845,0.08
HD_83443_b,0.0404623,2.985698,0.013
Kepler-287_b,0.145838,20.342199,
WASP-36_b,0.0262601,1.5373653,0
Kepler-213_c,0.0558662,4.822962,
Kepler-268_b,0.17147,25.934138,
HD_43691_b,0.241901,36.959999,0.14
Kepler-204_b,0.115842,14.400974,
Kepler-149_c,0.284166,55.328328,
30_Ari_B_b,0.99475,335.1,0.289
HAT-P-6_b,0.0523738,3.852985,0
Kepler-35_b,0.48628,131.458,0.042
Kepler-397_b,0.154824,22.250949,
Kepler-129_c,0.369989,82.20017,
Kepler-398_c,0.0992436,11.419412,
Kepler-211_b,0.0504476,4.138575,
Kepler-242_b,0.0796077,8.20395,
Kepler-138_b,0.0927211,10.312364,
Kepler-389_b,0.0428881,3.244107,
PSR_B1257+12_A,0.168494,25.262,0
BD_-08_2823_c,0.679166,237.6,0.19
4_UMa_b,0.876999,269.29999,0.432
Qatar-1_b,0.0234308,1.420033,0
HD_10697_b,2.13177,1075.2,0.099
Kepler-194_b,0.032015,2.092281,
Kepler-221_d,0.0910907,10.04156,
Kepler-338_d,0.245507,44.431014,
Kepler-32_e,0.0323795,2.896,
HD_113337_b,1.03346,324,0.46
Kepler-146_b,0.193788,31.158799,
Kepler-11_f,0.250413,46.6888,0.013
BD_+20_2457_b,1.04992,379.63,0.15
Kepler-176_c,0.106865,12.759712,
mu_Ara_d,0.0927843,9.6386,0.172
HD_3651_b,0.29472,62.218,0.596
KIC_11442793_d,0.307074,56.73667,
HD_99706_b,2.13423,868,0.37
Kepler-251_b,0.0556186,4.790936,
HD_169830_b,0.813279,225.62,0.31
Kepler-292_c,0.0469467,3.715335,
HD_175541_b,0.961227,297.3,0.33
Kepler-324_b,0.0524333,4.385315,
Kepler-250_c,0.0726807,7.156804,
HD_202206_c,2.49004,1383.4,0.267
Kepler-309_b,0.0640717,5.923653,
HD_145457_b,0.762504,176.3,0.112
Kepler-261_c,0.165407,24.570858,
Kepler-336_c,0.0884004,9.600001,
HD_206610_b,1.53703,610,0.229
M_67_SAND_364_b,0.531449,121.71,0.35
Kepler-100_b,0.072684,6.88705,0
Kepler-365_b,0.0948224,10.664903,
HD_12661_c,2.91927,1707.8812,0.0312556
Kepler-12_b,0.0556348,4.4379637,0
Kepler-229_d,0.233437,41.194912,
KIC_11442793_c,0.088103,8.719375,
HAT-P-36_b,0.0238229,1.327347,0.063
WASP-35_b,0.0431283,3.161575,0
HD_69830_d,0.627426,197,0.07
HD_28254_b,2.14768,1116,0.81
HD_81688_b,0.811148,184.02,0
HD_210277_b,1.13105,442.19,0.476
Kepler-132_c,0.0675669,6.414914,
WTS-1_b,0.0466301,3.352059,0.05
Kepler-322_b,0.0273702,1.653888,
HR_8799_c,42.4842,82145,0
Kepler-51_b,0.248169,45.1555023,
Kepler-252_b,0.0693352,6.668391,
XO-1_b,0.049283,3.941534,0
Kepler-63_b,0.0869107,9.4341505,
Kepler-33_d,0.166175,21.77596,0
Kepler-287_c,0.247055,44.851896,
Kepler-245_b,0.0749207,7.49019,
Kepler-100_c,0.109963,12.8159,0
Kepler-180_c,0.236039,41.885775,
Kepler-82_e,0.063917,5.902206,
Kepler-20_d,0.345324,77.61184,0
Kepler-217_b,0.0600513,5.374943,
Kepler-235_e,0.251922,46.183669,
Kepler-227_c,0.281042,54.418694,
Kepler-169_d,0.0805377,8.348125,
Kepler-254_b,0.0633704,5.826662,
Kepler-79_e,0.366575,81.065298,
Kepler-241_b,0.106632,12.718092,
55_Cnc_b,0.113377,14.651,0.004
Kepler-380_c,0.0758501,7.630004,
Kepler-384_b,0.156426,22.597053,
Kepler-193_c,0.26808,50.697494,
Kepler-368_c,0.339899,72.379334,
Kepler-102_f,0.165339,27.4536,0
Kepler-131_c,0.170752,25.5169,0
Kepler-74_b,0.0827067,7.340718,0.287
HD_207832_b,0.569755,161.97,0.13
M_67_YBP_1514_b,0.057344,5.118,0.39
WASP-55_b,0.0532575,4.465633,0
Kepler-280_b,0.0324953,2.139542,
Kepler-325_c,0.106878,12.762172,
HD_33283_b,0.145378,18.179001,0.48
OGLE-TR-111_b,0.0468733,4.0144479,0
MOA-2007-BLG-400L_b,,,
HD_10180_e,0.269917,49.747,0.065
Kepler-185_b,0.0271381,1.6329,
55_Cnc_d,5.47467,4909,0.02
WASP-3_b,0.0314948,1.846834,0
HD_148156_b,2.12913,1027,0.52
Kepler-172_d,0.117052,14.627119,
Kepler-182_c,0.147469,20.684342,
TrES-5_b,0.0245157,1.4822446,0
Kepler-49_e,0.137369,18.596108,
HD_222155_b,5.13864,3999,0.16
Kepler-399_c,0.174723,26.67569,
Kepler-175_c,0.205538,34.035257,
Kepler-391_c,0.146522,20.485435,
HD_73526_b,0.646509,188.3,0.19
Kepler-200_b,0.0821165,8.594805,
HD_117207_b,3.73753,2597,0.144
Kepler-122_d,0.151731,21.587475,
HD_121504_b,0.328688,63.330002,0.03
HD_156846_b,1.11751,359.51001,0.8472
Kepler-18_b,0.0447299,3.504725,0
HR_8799_d,26.7553,41054,0.1
HAT-P-23_b,0.0231971,1.212884,0.106
HD_224693_b,0.192441,26.73,0.05
Kepler-388_c,0.109844,13.297004,
Kepler-246_c,0.0978933,11.187161,
HD_158038_b,1.49788,521,0.291
Kepler-240_b,0.0504957,4.144495,
Kepler-26_c,0.113189,17.25204,0
Kepler-143_c,0.176495,27.082511,
GJ_179_b,2.41241,2288,0.21
Kepler-206_b,0.0768541,7.781987,
Kepler-22_b,0.848513,289.8623,
Kepler-68_c,0.0907017,9.605085,0
Kepler-300_b,0.0935225,10.446347,
Kepler-110_c,0.196107,31.719775,
Kepler-42_d,0.0150222,1.865169,
Kepler-357_d,0.263841,49.499875,
HD_143361_b,2.03474,1086,0.18
HD_155358_b,0.626938,194.3,0.17
Kepler-134_b,0.0596222,5.317429,
Kepler-369_b,0.0382537,2.732756,
HD_192310_b,0.322307,74.72,0.13
Kepler-257_d,0.165827,24.664551,
Kepler-342_b,0.119932,15.170318,
Kepler-119_b,0.0352966,2.422082,
WASP-64_b,0.0265195,1.5732918,0
Kepler-190_b,0.0312733,2.019999,
upsilon_And_b,0.0593858,4.6171363,0.013
Kepler-56_c,0.167568,21.4050484,
Kepler-237_b,0.0550302,4.715106,
Kepler-223_e,0.142858,19.721734,
HD_86081_b,0.0346186,2.1375,0.008
HD_109246_b,0.328074,68.27,0.12
Kepler-81_d,0.148198,20.837846,
Kepler-68_d,1.39638,580,0.18
Kepler-403_c,0.280567,54.280749,
Kepler-197_d,0.122591,15.677563,
Kepler-348_b,0.0720019,7.05677,
Kepler-341_d,0.179022,27.666313,
HD_128311_c,1.74533,923.8,0.23
Kepler-364_c,0.29988,59.980627,
Kepler-299_e,0.222312,38.285489,
CoRoT-23_b,0.0483417,3.6313,0.16
Kepler-387_c,0.101652,11.837549,
Kepler-54_d,0.148945,20.995694,
WASP-39_b,0.0485835,4.055259,0
Kepler-102_e,0.116059,16.1457,0
Kepler-219_b,0.0540172,4.585512,
GJ_876_b,0.208098,61.1166,0.0324
Kepler-385_b,0.0911035,10.043686,
Kepler-374_b,0.0299991,1.897806,
Kepler-296_e,0.205969,34.142347,
HD_164509_b,0.877542,282.4,0.26
HD_9446_b,0.189213,30.052,0.2
HD_18742_b,1.97816,772,0.12
Kepler-255_b,0.0625553,5.714606,
Kepler-197_b,0.061711,5.599308,
Kepler-183_c,0.100501,11.637071,
Kepler-232_b,0.0527986,4.431222,
Kepler-345_c,0.0870905,9.387427,
WASP-80_b,0.0344696,3.0678504,0
HD_167042_b,1.29371,420.77,0.089
Kepler-152_b,0.135451,18.207973,
HD_69830_b,0.0781916,8.6669998,0.1
Kepler-8_b,0.0483278,3.52254,0
Kepler-336_d,0.147443,20.678772,
Kepler-353_c,0.0809409,8.410894,
HD_114762_b,0.362932,83.9151,0.3354
Kepler-154_b,0.201514,33.040532,
61_Vir_c,0.216926,38.021,0.14
HD_45652_b,0.227878,43.6,0.38
Kepler-237_c,0.0789575,8.103636,
HAT-P-14_b,0.0606258,4.627669,0.107
Kepler-317_c,0.0832604,8.77501,
Kepler-301_d,0.112331,13.751243,
Kepler-148_c,0.050784,4.180043,
Kepler-49_d,0.0367817,2.576549,
Kepler-169_b,0.0429455,3.250619,
WASP-66_b,0.0546221,4.086052,0
HD_73256_b,0.0371348,2.5485799,0.029
Kepler-303_c,0.0720317,7.061149,
Kepler-168_b,0.0527522,4.425391,
Kepler-56_b,0.104248,10.5034294,
6_Lyn_b,2.18639,874.774,0.059
Kepler-238_b,0.0320006,2.090876,
Kepler-151_c,0.165872,24.674612,
Kepler-150_b,0.0444944,3.428054,
HD_180314_b,1.45528,396.03,0.257
HD_17092_b,1.30798,359.89999,0.166
Kepler-353_b,0.0631426,5.795278,
HIP_57274_b,0.0712798,8.1352,0.187
Kepler-93_b,0.0534149,4.72674,0
Kepler-281_c,0.214705,36.337373,
Kepler-236_b,0.0801996,8.295611,
HD_202206_b,0.811776,255.87,0.435
WASP-5_b,0.0271923,1.6284229,0
Kepler-78_b,0.0091466,0.35500744,
Kepler-55_f,0.0920376,10.198545,
Kepler-314_c,0.0643363,5.960392,
CoRoT-2_b,0.0280884,1.7429935,0.0143
Kepler-187_c,0.0946763,10.640263,
Kepler-257_c,0.0687315,6.581484,
HD_108874_c,2.72021,1680.3835,0.273039
Kepler-289_b,0.207581,34.543901,
Kepler-346_c,0.162163,23.851549,
HD_200964_c,2.00121,825,0.181
HD_10180_h,3.42452,2248,0.151
HD_33142_b,1.09038,326.6,0.12
Kepler-402_e,0.098218,11.242861,
HAT-P-20_b,0.03616,2.875317,0.015
HD_7924_b,0.0566409,5.3978,0.17
CoRoT-5_b,0.0496334,4.0378962,0.09
WASP-47_b,0.0520112,4.1591399,0
Kepler-194_d,0.275493,52.814973,
OGLE-2011-BLG-0251_b,,,
Kepler-36_b,0.115423,13.83989,0
Kepler-161_b,0.0566234,4.921355,
HAT-P-35_b,0.0497734,3.646706,0.025
HD_99109_b,1.10806,439.3,0.09
Kepler-253_c,0.0925387,10.281951,
Kepler-5_b,0.0506416,3.54846,0
Kepler-161_c,0.0720527,7.06424,
HD_10647_b,2.02175,1003,0.16
Kepler-331_b,0.0812396,8.457496,
Kepler-28_c,0.0768547,8.98597,0
Kepler-121_b,0.0422983,3.177422,
Kepler-412_b,0.0296639,1.720861232,0.0038
upsilon_And_c,0.830445,241.33335,0.223848
Kepler-170_c,0.12769,16.665863,
Kepler-122_b,0.0629312,5.766193,
WASP-12_b,0.0225329,1.09142245,0.049
Kepler-148_b,0.0281967,1.729366,
HD_170469_b,2.23538,1145,0.11
Kepler-285_b,0.0373252,2.633867,
HD_88133_b,0.0469104,3.41587,0.133
HD_196885_b,2.54171,1333,0.48
24_Sex_b,1.4118,455.2,0.184
HD_190228_b,2.60478,1136.1,0.531
Kepler-333_b,0.105697,12.551158,
Kepler-370_c,0.139463,19.02293,
OGLE-2006-BLG-109L_b,2.30386,1788.5,
Kepler-111_c,0.723521,224.784608,
Kepler-267_d,0.182449,28.464515,
HD_181720_b,1.84741,956,0.26
55_Cnc_c,0.237305,44.38,0.07
HD_156411_b,1.87545,842.2,0.22
Kepler-101_b,0.0450089,3.487691,
91_Aqr_b,0.688457,181.4,0.027
Kepler-362_b,0.0928099,10.327186,
Kepler-301_b,0.0361317,2.508553,
Kepler-403_b,0.0718296,7.031462,
Kepler-404_c,0.117713,14.751166,
Kepler-279_b,0.104337,12.309681,
HD_27894_b,0.122117,17.990999,0.049
HD_156279_b,0.494507,131.05,0.708
Kepler-207_d,0.0636703,5.868075,
Kepler-297_c,0.347807,74.920137,
Kepler-345_b,0.0744222,7.415563,
61_Vir_d,0.474527,123.01,0.35
Kepler-141_c,0.0716875,7.010606,
HD_179079_b,0.119635,14.476,0.115
Kepler-220_d,0.180985,28.122397,
OGLE-05-390L_b,2.72349,3500,
WASP-4_b,0.0230406,1.3382299,0
Kepler-141_b,0.041677,3.107675,
HD_4113_b,1.27266,526.62,0.903
HD_330075_b,0.0392074,3.38773,0
Kepler-256_e,0.0949212,10.681572,
HD_104985_b,0.678014,199.505,0.09
Kepler-189_b,0.0932453,10.399931,
Kepler-101_c,0.0648349,6.029809,
HD_87883_b,3.57648,2754,0.53
Kepler-81_c,0.0885967,12.04,
Kepler-156_c,0.123783,15.906801,
Kepler-127_d,0.260742,48.630408,
HD_10180_g,1.42271,602,0
Kepler-275_c,0.124722,16.088134,
Kepler-201_c,0.557119,151.884058,
Kepler-208_c,0.0747634,7.466623,
Kepler-274_b,0.100488,11.634788,
HD_66428_b,3.14259,1973,0.465
HD_52265_b,0.499878,119.29,0.325
Kepler-75_b,0.0807413,8.884924,0.569
Kepler-326_c,0.0539767,4.580358,
Kepler-249_c,0.0723886,7.113702,
Kepler-79_c,0.183622,27.402,
HD_16417_b,0.135435,17.24,0.2
Kepler-251_c,0.126914,16.514043,
Kepler-15_b,0.0571382,4.942782,0.133933
HD_205739_b,0.894939,279.8,0.27
Kepler-302_b,0.189725,30.184104,
Kepler-317_b,0.0611582,5.524242,
Kepler-152_c,0.387942,88.255055,
Kepler-343_b,0.0844802,8.96855,
CoRoT-16_b,0.0617874,5.35227,0.33
HD_216770_b,0.455837,118.45,0.37
HD_136418_b,1.29111,464.3,0.255
Kepler-59_b,0.103167,11.8681707,
Kepler-98_b,0.0260305,1.54168,0
Kepler-192_b,0.090395,9.926746,
beta_Pic_b,8.75626,7154,0.021
Kepler-202_c,0.125725,16.282493,
GJ_163_d,1.03037,603.95116,0.373
Kepler-339_c,0.0715337,6.988055,
HD_188015_b,1.19018,461.2,0.137
WASP-59_b,0.0696866,7.919585,0.1
WASP-54_b,0.049881,3.6936411,0.067
HAT-P-8_b,0.0449613,3.076337,0
